OBJECTID,FacilityID,FeederID,Installati,ServiceCur,Status,CONSTRUC_1,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
6056,MTR-6056,RMT003,928540800000,0,A,Underground,{9F981E6A-981E-44CD-921B-F0BEBB2354FD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78571271,-88.16869048
6057,MTR-6057,RMT003,928540800000,0,A,Underground,{9FD2745F-09AB-4A49-AC01-1EF9417A6155},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78552081,-88.1691195
6058,MTR-6058,RMT003,928540800000,0,A,Underground,{71485982-47E9-448F-9456-F608055A3F1F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78547574,-88.16911668
6059,MTR-6059,RMT003,928540800000,0,A,Underground,{BDE2A20A-755B-47B0-A5ED-02F258BACBE5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7851909,-88.16887394
6060,MTR-6060,RMT003,928540800000,0,A,Underground,{93E92BB5-491C-4183-A9D4-420CA767B5AE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78517978,-88.16881104
6061,MTR-6061,RMT003,928540800000,0,A,Underground,{36CDBA9C-909C-4699-B64C-FBFC0985ADC0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78534261,-88.16835688
6062,MTR-6062,RMT003,928540800000,0,A,Underground,{19139E84-8D71-4BDB-BD81-8A8EB64FD1A6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78545572,-88.16829748
6063,MTR-6063,RMT003,928540800000,0,A,Underground,{CB6BAD18-EDD5-42C8-AD62-A1B4DFCF9A9B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78516635,-88.16795086
6064,MTR-6064,RMT003,928540800000,0,A,Underground,{5652653E-50C5-4AA9-A92D-432322ECD3A9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78445892,-88.16846089
6065,MTR-6065,RMT003,928540800000,0,A,Underground,{74E4AE6F-E346-4B19-AA17-FD23AD585894},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78422141,-88.16913011
6066,MTR-6066,RMT003,928540800000,0,A,Underground,{49C01E1D-0CFA-48C4-A025-009CA1F4C64D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78467194,-88.16954603
6067,MTR-6067,RMT003,928540800000,0,A,Underground,{A33C5418-5B16-4E59-92FE-90BF19C28A79},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78473588,-88.17054055
6068,MTR-6068,RMT003,928540800000,0,A,Underground,{E82772C6-3125-4D82-AF83-364506CF2E86},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78418297,-88.17139383
6069,MTR-6069,RMT003,928540800000,0,A,Underground,{14B6F910-A1A8-444F-9625-A624A8A0C275},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78405485,-88.17008755
6070,MTR-6070,RMT003,928540800000,0,A,Underground,{BBA832EB-58D7-43C3-A1AE-ABF14C1D9DC2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78520326,-88.16720401
6071,MTR-6071,RMT003,928540800000,0,A,Underground,{C0CA350B-6A1B-47C2-858C-DC3C8203494A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78525441,-88.16721174
6072,MTR-6072,RMT003,928540800000,0,A,Underground,{9A4F568E-1B7A-415B-90B0-E087FCD9E235},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78552131,-88.167465
6073,MTR-6073,RMT003,928540800000,0,A,Underground,{D40254DA-2DD6-45FF-8859-BFEC4629FB02},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78569657,-88.16755808
6074,MTR-6074,RMT003,928540800000,0,A,Underground,{DA24B981-0825-4B4D-9AF6-46968D74F172},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78588837,-88.16761414
6075,MTR-6075,RMT003,928540800000,0,A,Underground,{2E2111B9-3FED-468E-99DB-03A804C5AD3E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78600191,-88.16745788
6076,MTR-6076,RMT003,928540800000,0,A,Underground,{9E95EE77-3F93-4ACB-9905-E581C63E900B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78591202,-88.16701604
6077,MTR-6077,RMT003,928540800000,0,A,Underground,{D11CE4C8-2517-4236-918D-5BD2E59C2237},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78570114,-88.16691293
6078,MTR-6078,RMT003,928540800000,0,A,Underground,{35E97D41-EB52-4239-99CC-C5FD8018A522},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78559588,-88.16704401
6079,MTR-6079,RMT003,928540800000,0,A,Underground,{FFA28E81-3104-4C05-B589-DB6499043BFF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78532419,-88.16681031
6080,MTR-6080,RMT003,928540800000,0,A,Underground,{1AB41719-145C-4DC3-85F9-5845018A30F5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78528188,-88.16619206
6081,MTR-6081,RMT003,928540800000,0,A,Underground,{30C0AA19-9657-4757-BEBA-D58C5D271F82},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78554546,-88.16597841
6082,MTR-6082,RMT003,928540800000,0,A,Underground,{47BA4B39-0014-4B0F-824C-876B2AA3346F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78591822,-88.16616835
6083,MTR-6083,RMT003,928540800000,0,A,Underground,{25AEC065-BDA4-43BB-B945-496C9665CB62},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78598326,-88.16617379
6084,MTR-6084,RMT003,928540800000,0,A,Underground,{23AE2FA6-81D4-4204-B704-D4D5AD0351BA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7863632,-88.16603739
6085,MTR-6085,RMT003,928540800000,0,A,Underground,{5F08F8D7-D30C-4EA8-A46A-B3EA99903919},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78642107,-88.16612675
6086,MTR-6086,RMT003,928540800000,0,A,Underground,{DD5DC0E2-8343-4FB9-AA36-B62A7977974A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78660937,-88.16612628
6087,MTR-6087,RMT003,928540800000,0,A,Underground,{4A9078AC-C906-45EF-A0C2-EFC1D0D2F794},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.786806,-88.16602949
6088,MTR-6088,RMT003,928540800000,0,A,Underground,{4D2E6F88-7C16-49BE-A4C8-49B1DF9B4E18},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78713985,-88.1660349
6089,MTR-6089,RMT003,928540800000,0,A,Underground,{00A2AD17-82A7-42A1-A0B2-DB002C846827},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78719302,-88.16602673
6090,MTR-6090,RMT003,928540800000,0,A,Underground,{286A07F4-B90A-4878-8B22-63CED26BF3A8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78757524,-88.16604429
6091,MTR-6091,RMT003,928540800000,0,A,Underground,{5A239E4D-B097-45D2-9183-9647E1C9051C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78771354,-88.16610567
6092,MTR-6092,RMT003,928540800000,0,A,Underground,{101AD158-C055-451C-85FA-4B842618BF50},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78772524,-88.16678347
6093,MTR-6093,RMT003,928540800000,0,A,Underground,{870CD6A5-8A9B-428B-9D42-9520357B8CDA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78759459,-88.16698254
6094,MTR-6094,RMT003,928540800000,0,A,Underground,{03C6F21B-0A25-4418-AFF8-D398EC829BA4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78720364,-88.16697085
6095,MTR-6095,RMT003,928540800000,0,A,Underground,{E4A49F5B-FD95-4031-84BD-E59004D51000},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78693456,-88.16694193
6096,MTR-6096,RMT003,928540800000,0,A,Underground,{B1694B89-B99B-434B-B4F1-043CD958B791},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.786741,-88.1669133
6097,MTR-6097,RMT003,928540800000,0,A,Underground,{5DA869BA-7EC0-4CEB-AF32-5189369171DD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78669651,-88.16689831
6098,MTR-6098,RMT003,928540800000,0,A,Underground,{F7F7E917-9230-484D-A0C3-C96ACDA44395},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78645684,-88.16703224
6099,MTR-6099,RMT003,928540800000,0,A,Underground,{A5E302C7-4F4F-446D-A21C-098A12227963},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78646409,-88.16739213
6100,MTR-6100,RMT003,928540800000,0,A,Underground,{B8684779-1173-4023-B058-80BF36A180D4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78672475,-88.16752574
6101,MTR-6101,RMT003,928540800000,0,A,Underground,{5520EEE9-B505-4075-A0AF-6CBCE5D3DEFE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78692747,-88.16746296
6102,MTR-6102,RMT003,928540800000,0,A,Underground,{2ABC267F-0BBD-4655-8AA0-B53DF31B2FA7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78698255,-88.16743389
6103,MTR-6103,RMT003,928540800000,0,A,Underground,{AFF35618-D15D-41AD-A964-D0842B1A9EF5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7871763,-88.16742902
6104,MTR-6104,RMT003,928540800000,0,A,Underground,{B2AD5D7D-B59D-4493-9C93-FDCC74119A26},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78745799,-88.1673756
6105,MTR-6105,RMT003,928540800000,0,A,Underground,{463492D6-516A-4EA3-A4E2-E827BD2BBEC1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78756933,-88.16745223
6106,MTR-6106,RMT003,928540800000,0,A,Underground,{91A9833C-4EF2-4953-9C43-FFDA78C7DF66},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78773497,-88.16729406
6107,MTR-6107,RMT003,928540800000,0,A,Underground,{E8F9C1D0-A7CF-4089-BFE3-33AF334F41A9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78800931,-88.16689447
6108,MTR-6108,RMT003,928540800000,0,A,Underground,{EE6042A1-713E-4DA9-9F42-FE8E72D76C7E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78805215,-88.16683407
6109,MTR-6109,RMT003,928540800000,0,A,Underground,{CAD21F9C-F426-4EE2-AA0B-8196CA4DC54A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78825993,-88.16637747
6110,MTR-6110,RMT003,928540800000,0,A,Underground,{868E5D51-0973-4D3A-9EDD-95055776BD43},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78825727,-88.16627969
6111,MTR-6111,RMT003,928540800000,0,A,Underground,{55D3A0E1-FA29-4CBE-A437-6AB428216622},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78850743,-88.16595122
6112,MTR-6112,RMT003,928540800000,0,A,Underground,{E801C120-C6DB-43E5-B54C-793BAD235ADB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78856207,-88.1659113
6113,MTR-6113,RMT003,928540800000,0,A,Underground,{F3FADE37-2818-4DE1-9DDC-C827A72CDDF4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78883898,-88.16551893
6114,MTR-6114,RMT003,928540800000,0,A,Underground,{36EA73E8-CFF4-4C4D-A067-D222D4683F4E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7889941,-88.1652821
6115,MTR-6115,RMT003,928540800000,0,A,Underground,{C165D7EB-02E3-4D68-9365-C46248B65D79},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78905781,-88.16523091
6116,MTR-6116,RMT003,928540800000,0,A,Underground,{936FD49B-7EF1-4A76-8821-3A2E723EBF9C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78920265,-88.16494266
6117,MTR-6117,RMT003,928540800000,0,A,Underground,{E9ED9DA5-B436-45CA-B356-54AA28705A5B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78945257,-88.16453846
6118,MTR-6118,RMT003,928540800000,0,A,Underground,{35D6E663-67A6-4CCA-B0D6-7485C848E962},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78918802,-88.16384337
6119,MTR-6119,RMT003,928540800000,0,A,Underground,{2E9DC06B-5454-4D71-88DB-7FACDF9C3C53},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78912556,-88.1641268
6120,MTR-6120,RMT003,928540800000,0,A,Underground,{DB67CDEC-7C6B-46AA-99A1-5DD097E9E658},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78901549,-88.16463126
6121,MTR-6121,RMT003,928540800000,0,A,Underground,{431C1073-36C9-482A-8356-45BE1E97CF06},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78891645,-88.16480042
6122,MTR-6122,RMT003,928540800000,0,A,Underground,{31182624-A62E-4B24-BA0D-436F74AD38F7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78844091,-88.16460653
6123,MTR-6123,RMT003,928540800000,0,A,Underground,{B35B00EC-0512-456A-AD2B-8C7CC41643FC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78840234,-88.16418944
6124,MTR-6124,RMT003,928540800000,0,A,Underground,{F92A96EB-DB3C-43F1-987F-2559B5F9F7EA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78834977,-88.16404184
6125,MTR-6125,RMT003,928540800000,0,A,Underground,{35CBF564-EBD9-47DD-97EF-DCCBC445D3DF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78867686,-88.1636703
6126,MTR-6126,RMT003,928540800000,0,A,Underground,{D4A43496-2BE7-4E70-A726-C5BC628757BD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78877074,-88.16357677
6127,MTR-6127,RMT003,928540800000,0,A,Underground,{ED660BD9-2ADD-4602-B483-DAC9899CAFB8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78870592,-88.16338733
6128,MTR-6128,RMT003,928540800000,0,A,Underground,{BD0D3B50-DC3B-459B-A43C-DA92B73F1AB8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78847867,-88.16299444
6129,MTR-6129,RMT003,928540800000,0,A,Underground,{04191881-4BF6-48E9-BD39-B374BC9FA857},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78803171,-88.16310034
6130,MTR-6130,RMT003,928540800000,0,A,Underground,{94415EA7-6E92-4B77-8260-39C0B377B25D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78802558,-88.16356967
6131,MTR-6131,RMT003,928540800000,0,A,Underground,{1B95D243-FC38-4D27-B64B-AE7E3FBECD87},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78804547,-88.16363645
6132,MTR-6132,RMT003,928540800000,0,A,Underground,{356173BD-77E1-425D-8F40-DFB7D3206A0A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78808805,-88.16407775
6133,MTR-6133,RMT003,928540800000,0,A,Underground,{1D55A970-E699-4954-819C-C25F67C426F2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78810765,-88.16434607
6134,MTR-6134,RMT003,928540800000,0,A,Underground,{28B2B81F-3FC3-4F05-AD10-E1D732E14254},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78813801,-88.16441637
6135,MTR-6135,RMT003,928540800000,0,A,Underground,{2507C18A-AA8A-4BBF-86B6-7EBEF56F579E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78821217,-88.16488469
6136,MTR-6136,RMT003,928540800000,0,A,Underground,{54AC2495-100A-45CF-90E8-99CBC6000A25},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78823978,-88.1650021
6137,MTR-6137,RMT003,928540800000,0,A,Underground,{9303BAAC-131A-4F97-91E0-46754F1D89FE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78810511,-88.16559856
6138,MTR-6138,RMT003,928540800000,0,A,Underground,{F68F36F9-16B6-45B7-AB46-54B3329F72CB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78798879,-88.16559125
6139,MTR-6139,RMT003,928540800000,0,A,Underground,{F2F6A9CF-DFEB-468B-840F-7E84CCB25F62},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78777645,-88.16568915
6140,MTR-6140,RMT003,928540800000,0,A,Underground,{2A20244E-D68C-42AC-8DA9-AEF431761BD8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78743752,-88.16557735
6141,MTR-6141,RMT003,928540800000,0,A,Underground,{63679A69-C534-45E0-B305-775B2A4F2286},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78739649,-88.16564127
6142,MTR-6142,RMT003,928540800000,0,A,Underground,{90DDAB9C-C19A-481B-9BD1-9FE60BCF4729},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78719005,-88.16564387
6143,MTR-6143,RMT003,928540800000,0,A,Underground,{B37A6B8F-44E8-4F25-BD3A-2CB66CBBCBA0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78686508,-88.16564785
6144,MTR-6144,RMT003,928540800000,0,A,Underground,{8E4759DC-8F51-4393-AC6B-AA5346F5EAF1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78680393,-88.16565384
6145,MTR-6145,RMT003,928540800000,0,A,Underground,{444B1351-DA26-49A7-9155-ADBC2D605D2E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78661836,-88.16566803
6146,MTR-6146,RMT003,928540800000,0,A,Underground,{E8F8B2A1-CC12-4B7D-A3BF-2B4B30ADF32C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78642505,-88.16562491
6147,MTR-6147,RMT003,928540800000,0,A,Underground,{7097B4F0-B969-4435-85C6-4739D5FECBFF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78623291,-88.16565573
6148,MTR-6148,RMT003,928540800000,0,A,Underground,{202C496B-A959-43BF-83BE-DE88C1F18E1F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78603687,-88.1656493
6149,MTR-6149,RMT003,928540800000,0,A,Underground,{265D9310-EE0C-40B8-B81D-CC2A18E477C6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78572398,-88.1655852
6150,MTR-6150,RMT003,928540800000,0,A,Underground,{E0D96953-5738-44E8-995E-93C427882926},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7856672,-88.16573376
6151,MTR-6151,RMT003,928540800000,0,A,Underground,{5F13795C-41BF-41F9-A320-3BCFDB2956AC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78527523,-88.16568248
6152,MTR-6152,RMT003,928540800000,0,A,Underground,{6B8B81E3-B22B-4441-80C1-0A1C9E2BDAB4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78507468,-88.16537186
6153,MTR-6153,RMT003,928540800000,0,A,Underground,{5DDC8465-C15A-44BA-912F-E93EAA130D2F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78506311,-88.1651745
6154,MTR-6154,RMT003,928540800000,0,A,Underground,{949562E0-6104-4A52-AC0E-23B93A86729A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78524009,-88.1647501
6155,MTR-6155,RMT003,928540800000,0,A,Underground,{93539043-2AAD-452A-9417-26EE6A0F5266},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78533789,-88.16472713
6156,MTR-6156,RMT003,928540800000,0,A,Underground,{F8C07151-B504-4C8C-A201-ABE3CB33B6A3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78543835,-88.16430784
6157,MTR-6157,RMT003,928540800000,0,A,Underground,{49CF6B49-457F-459F-9FBC-F362C0B6B2FD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78545861,-88.16424958
6158,MTR-6158,RMT003,928540800000,0,A,Underground,{A02759BD-8654-46C2-8FE4-AFD58235EB9F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78557062,-88.16385728
6159,MTR-6159,RMT003,928540800000,0,A,Underground,{A7EB4CAC-E819-4E3E-957C-35BAA2E92040},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78562367,-88.16380167
6160,MTR-6160,RMT003,928540800000,0,A,Underground,{A30578AE-1D83-433D-AFE3-ACA453BC67E0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78573031,-88.16338105
6161,MTR-6161,RMT003,928540800000,0,A,Underground,{BAAE5EB6-5B98-419A-A67A-1D1D6754ACCD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78573155,-88.16332445
6162,MTR-6162,RMT003,928540800000,0,A,Underground,{A23992DE-877B-4D8F-B208-E0A6F452AB9C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78586052,-88.16289192
6163,MTR-6163,RMT003,928540800000,0,A,Underground,{F53A0DC6-9291-42E9-B57F-4AF31C8D47A2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78582202,-88.16283127
6164,MTR-6164,RMT003,928540800000,0,A,Underground,{352A46F5-A9D8-4F8C-8550-607F96E8A8E2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78592469,-88.1623801
6165,MTR-6165,RMT003,928540800000,0,A,Underground,{474BE89C-8AA7-4D4C-A121-BD18BDAA6408},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78596274,-88.16232629
6166,MTR-6166,RMT003,928540800000,0,A,Underground,{2E7D28A9-D12F-4718-8F6D-5C534A9BDEEF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78614514,-88.16186369
6167,MTR-6167,RMT003,928540800000,0,A,Underground,{371091A9-5D48-4432-8AD3-8A8DDD1B0CEB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78614817,-88.16175056
6168,MTR-6168,RMT003,928540800000,0,A,Underground,{F771339C-80E8-434C-9D7F-6D560323F691},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78644628,-88.16150519
6169,MTR-6169,RMT003,928540800000,0,A,Underground,{C6DD79ED-9B06-4C1E-8E71-B8A1F1C42F47},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78650785,-88.16151228
6170,MTR-6170,RMT003,928540800000,0,A,Underground,{803210A8-1D12-452F-B217-62087F3D1CA9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78675507,-88.16124881
6171,MTR-6171,RMT003,928540800000,0,A,Underground,{188474C6-36AC-40FC-B72B-909F3241BD75},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78681352,-88.16123097
6172,MTR-6172,RMT003,928540800000,0,A,Underground,{BCC0A071-E38A-49A5-B58C-0DF429404794},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78712691,-88.16099798
6173,MTR-6173,RMT003,928540800000,0,A,Underground,{24503C08-F747-499F-8BA3-0E9A8A924EA8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78740375,-88.16331064
6174,MTR-6174,RMT003,928540800000,0,A,Underground,{A47BC79B-5F76-4791-B486-A783E1A35D86},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78741109,-88.16344158
6175,MTR-6175,RMT003,928540800000,0,A,Underground,{B2EC8F8B-A6E0-4094-838A-5503CD1C4B1C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78747844,-88.1638076
6176,MTR-6176,RMT003,928540800000,0,A,Underground,{8E3744D8-C2D7-4BE4-8569-7CEF37EE2C08},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78749901,-88.16416259
6177,MTR-6177,RMT003,928540800000,0,A,Underground,{7CDDDB5A-E7F6-4B49-B8C9-88A3D6A0E305},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78749505,-88.16424921
6178,MTR-6178,RMT003,928540800000,0,A,Underground,{2FD80A22-C471-4F59-B350-2A595D40EA83},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78755805,-88.16471019
6179,MTR-6179,RMT003,928540800000,0,A,Underground,{E2AF14B8-13B0-4F4A-B357-37C0A70B2671},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78753312,-88.16478542
6180,MTR-6180,RMT003,928540800000,0,A,Underground,{EDA4D7F4-A27B-4175-85CA-FB0C38DA0663},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78712965,-88.16478744
6181,MTR-6181,RMT003,928540800000,0,A,Underground,{F9D39FB6-3629-4115-A7D9-EA86579A14F0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78709235,-88.16480495
6182,MTR-6182,RMT003,928540800000,0,A,Underground,{89F16444-A54B-469D-A07C-A1DAEAFDAFBD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78676967,-88.1647784
6183,MTR-6183,RMT003,928540800000,0,A,Underground,{59AEBFFB-86B6-4564-B1ED-7AB780140DE3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78671763,-88.16484201
